Date;Time;CO(GT);PT08.S1(CO);C6H6(GT);NOx(GT);PT08.S3(NOx);NO2(GT);PT08.S4(NO2);PT08.S5(O3);T;RH;AH;DateTime;Hour
2004-03-11;05.00.00;-1.090450653770221;-0.15194650442987637;-1.2495593009032375;-1.1559385255798358;3.37446922974634;-1.9005501957270985;-0.8178401448960877;-1.5474592681254702;-0.8416920429574739;0.40892660112055595;-0.7259516901671751;2004-03-11 05:00:00;5
2004-03-11;06.00.00;-1.090450653770221;-0.21872316008212553;-1.179053451889345;-1.0875982761905774;3.37446922974634;-1.4462295337384952;-0.7012861222859736;-1.4180031598130058;-0.8993482805084225;0.5206767266731901;-0.7292302862302303;2004-03-11 06:00:00;6
2004-03-11;07.00.00;-0.7800031519459683;0.2200948627755117;-0.9534347350448888;-0.751153971504997;2.7056095640700075;-0.6738844083578693;-0.348635489773321;-0.7500096409206899;-0.9339420230389918;0.6089005100042171;-0.7130895056121133;2004-03-11 07:00:00;7
2004-03-11;08.00.00;-0.08149627284139965;1.1215797140808752;-0.2765785845115206;-0.3516263596908703;1.2485245077658738;0.007596584625035766;0.1833290236779687;0.21314380492404483;-0.8647545379778533;0.47950562778537736;-0.715359302886536;2004-03-11 08:00:00;8
2004-03-11;09.00.00;0.07372747807072684;1.2074354142051955;-0.065061037469843;-0.588188761422919;1.0139091173440218;-0.2422797794686961;0.3805742927104694;0.0215487646215976;-0.8993482805084225;0.6677163655582351;-0.6439867885908007;2004-03-11 09:00:00;9
2004-03-11;10.00.00;-0.31433189920958926;0.6446036022790955;-0.5162984711587553;-0.6775567798550263;1.586041385214854;-0.31042787876698663;-0.028859068766085048;-0.41342375930828257;-0.8647545379778533;0.5383214833393953;-0.6790425464957732;2004-03-11 10:00:00;10
2004-03-11;11.00.00;-0.4695556501217156;0.38703650190613453;-0.6996136785948758;-0.7669247982871336;2.0388079281342177;-0.4467240773635676;-0.2798985020801768;-0.9027678487293979;-0.8993482805084225;0.5089135555623864;-0.7294824859273883;2004-03-11 11:00:00;11
2004-03-11;12.00.00;-0.39194377466565233;0.6589128856331489;-0.6714113389893187;-0.7196123179407238;1.9276743221449193;-0.3785759780652771;-0.16334447947006278;-0.9208917038931428;-1.0146607556103195;1.0323746699931466;-0.5784148673297012;2004-03-11 12:00:00;12
2004-03-11;13.00.00;-0.15910814829746292;0.8974009415340387;-0.37528677313097014;-0.4988207429908117;1.355542054274087;0.007596584625035766;0.24310031732418103;-0.5713602114494891;-1.153035725732596;1.59700688331172;-0.4669426011858319;2004-03-11 13:00:00;13
2004-03-11;14.00.00;0.617010606263169;1.3028306365655513;0.21696235858572713;-0.1781472650873679;0.6187674071598499;0.37105311421591847;0.8198933010101299;0.04485086411784118;-1.1876294682631654;1.8734414044156038;-0.38043810506061215;2004-03-11 14:00:00;14
2004-03-11;15.00.00;0.07372747807072684;1.0118752083664657;-0.16376922608929245;-0.29905693708374836;1.026257295787277;0.32562104801705816;0.5718424323783488;-0.19075925301084393;-1.153035725732596;1.7969807921953806;-0.36984571777997305;2004-03-11 15:00:00;15
2004-03-11;16.00.00;0.07372747807072684;0.9260195082421455;-0.234275075103185;-0.2517444567373386;1.1126945448900647;0.439201213514209;0.4044828101689543;-0.16227890918210178;-0.9915982605899403;1.2911644344308262;-0.42255545448601084;2004-03-11 16:00:00;16
2004-03-11;17.00.00;0.617010606263169;1.360067769981765;0.1746588491773915;0.01110265629827107;0.721668894186978;0.5300653459119297;0.7870190895047132;0.21832204925654342;-0.9800670130797504;1.0794273544363608;-0.5194001381947116;2004-03-11 17:00:00;17
2004-03-11;18.00.00;2.0916362399283694;2.3044804713492884;1.5283711502441282;0.21086646220533442;-0.13858753735981288;0.8935218755028124;1.8748566338657775;1.008004309962576;-0.9224107755288019;0.8794534455527;-0.5496641018536808;2004-03-11 18:00:00;18
2004-03-11;19.00.00;3.4886499981375065;2.8911610888654775;2.459048357227509;0.7470745727979782;-0.5378453070250699;1.3705585705908458;2.6219978044434313;1.7717953490061156;-0.9915982605899403;1.1794143088781917;-0.4856053787755297;2004-03-11 19:00:00;19
2004-03-11;20.00.00;3.1005906208571905;2.5858963773123387;1.9796085839330404;0.5788524204551879;-0.3690868683005798;1.2115463388948347;2.197621619555324;1.6423392406936512;-1.00312950810013;1.0911905255471646;-0.5325145224469315;2004-03-11 20:00:00;20
2004-03-11;21.00.00;1.3931293608238007;1.0261844917205192;0.4002775660218478;-0.00466817048386551;0.5117498606516366;0.5527813790113598;0.7511563133169857;0.6869531613476644;-1.0607857456510785;0.8676902744418963;-0.7125851062177972;2004-03-11 21:00:00;21
2004-03-11;22.00.00;-0.4695556501217156;-0.6336923773496738;-0.7419171880032113;-0.7721817405478457;2.026459749690962;-0.6057363090595788;-0.36656687786718467;-0.5143995237920048;-1.164566973242786;0.8324007611094854;-0.8422157505570478;2004-03-11 22:00:00;22
2004-03-11;23.00.00;-0.8576150274020314;-0.8817199554865992;-1.03804175386156;-1.019258026801319;3.014314025151392;-1.3326493682413443;-0.6086406171343446;-1.210873386513063;-1.164566973242786;0.6794795366690385;-0.9047612754522506;2004-03-11 23:00:00;23
2004-03-12;00.00.00;-0.31433189920958926;-0.08516984877762723;-0.5727031503698692;-0.6249873572479043;1.7342195265339184;-0.3331439118664168;-0.2410471612101388;-0.5273451346232512;-1.153035725732596;0.5442030688947972;-0.9599930091298688;2004-03-12 00:00:00;0
2004-03-12;01.00.00;-0.15910814829746292;-0.2568812490262679;-0.5021973013559766;-0.5671609923800702;1.7054071101663226;-0.037835481573824575;-0.23208146716320696;-0.4859191799632626;-1.2222232107937345;0.614782095559619;-0.9927789697604186;2004-03-12 01:00:00;1
2004-03-12;02.00.00;-0.5471675255777788;-0.5239878716352645;-0.8265242068198824;-0.8352650476763921;2.318699972848006;-0.4694401104629978;-0.45323525365419254;-0.8483962832381627;-1.2914106958548728;0.7382953922230565;-1.000849360069477;2004-03-12 02:00:00;2
2004-03-12;03.00.00;-1.012838778314158;-0.9961942223190262;-1.1367499424810095;-0.6775567798550263;3.37446922974634;-0.746575714276046;-0.8028973214845346;-1.3144382731630344;-1.3029419433650624;0.7677033200000655;-1.0046323555268482;2004-03-12 03:00:00;3
2004-03-12;04.00.00;-1.2611967797735602;-1.2728403671640585;-1.2495593009032375;-1.1559385255798358;3.37446922974634;-1.8096860633293779;-0.9612912496469973;-1.645845910442943;-1.4067231709567698;0.9794403999945308;-1.0079109515899032;2004-03-12 04:00:00;4
2004-03-12;05.00.00;-1.168062529226284;-1.1965241892757736;-1.263660470706016;-1.1086260452334262;3.37446922974634;-1.5370936661362158;-0.8985313913184744;-1.6199546887804503;-1.3836606759363903;0.9265061299959143;-1.0116939470472743;2004-03-12 05:00:00;5
2004-03-12;06.00.00;-1.012838778314158;-0.81494329983435;-1.150851112283788;-0.9719455464549092;3.37446922974634;-0.9237607724516012;-0.6953089929213525;-1.3791663273192667;-1.3260044383854417;0.8029928333324764;-1.0114417473501163;2004-03-12 06:00:00;6
2004-03-12;07.00.00;-0.5471675255777788;-0.03270247647943148;-0.7842206974115468;-0.6933276066371629;2.28165543751824;-0.1741316801704056;-0.2828870667624874;-0.7034054419282028;-1.3721294284262007;0.9323877155513157;-0.990761372183154;2004-03-12 07:00:00;7
2004-03-12;08.00.00;1.781188738104117;2.3330990380573953;1.1194372259635512;0.34754696098385146;0.26478629178652924;0.6663615445085107;1.3279492970029347;0.9847022104663323;-1.2683482008344933;0.8147560044432801;-0.9446088276032263;2004-03-12 08:00:00;8
2004-03-12;09.00.00;0.037055512941239814;2.1327690711006477;1.711686357680249;0.031587566701344306;-0.2703014407545368;0.03238547414727801;1.800142516808012;1.4714571777211982;-1.049254498140889;0.40892660112055595;-0.9289724463794257;2004-03-12 09:00:00;9
2004-03-12;10.00.00;0.7722343571752954;1.2026656530871778;0.5694916036551898;-0.28328611030161177;0.3265271840028061;0.23475691561933745;0.7660991367285389;0.5626752973676986;-0.5880045977333004;-0.44390330441270515;-0.9897525733945217;2004-03-12 10:00:00;10
2004-03-12;11.00.00;0.46178685535104275;0.7876964358196294;0.23106352838850558;-0.13083478474095817;0.5611425744246582;0.711793610707371;0.42540276294512863;0.3814367457302485;-0.46116087512121334;-0.6379956277409649;-1.0091719500756937;2004-03-12 11:00:00;11
2004-03-12;12.00.00;-0.003884397385336408;0.5158200520926151;0.03364715114960644;-0.5145915697729483;0.8328025001762763;0.030312617724465935;0.24310031732418103;-0.1571006648496032;-0.38044214254988545;-0.7497457532935989;-1.0212775355392811;2004-03-12 12:00:00;12
2004-03-12;13.00.00;0.30656310443891627;0.7352290635214337;0.1464565095718346;-0.425223551340841;0.721668894186978;0.09846071702275644;0.4104599395335755;-0.09496173285962031;-0.25359841993779847;-0.867377464401635;-1.00438015582969;2004-03-12 13:00:00;13
2004-03-12;14.00.00;0.46178685535104275;0.9021707026520566;0.4002775660218478;-0.4094527245587044;0.47882138480295566;0.25747294871876764;0.6106937732483868;0.10698979610782407;-0.23053592491741912;-0.7967984377368132;-0.9292246460765837;2004-03-12 14:00:00;14
2004-03-12;15.00.00;0.617010606263169;1.216974936441231;0.5976939432607467;-0.2675152835194752;0.36768777881365733;0.32562104801705816;0.8497789478332362;0.30894132507526845;-0.28819216246836765;-0.72033782551659;-0.91661466121868;2004-03-12 15:00:00;15
2004-03-12;16.00.00;0.5393987308071057;1.007105447248448;0.3861763962190691;-0.3305985906480215;0.4994016822083813;0.18932484942047711;0.601728079201455;0.2390350265865377;-0.276660914958178;-0.7085746544057862;-0.9047612754522506;2004-03-12 16:00:00;16
2004-03-12;17.00.00;0.228951228982853;0.8401638081178252;0.24516469819128403;-0.47779297394796294;0.7134367752248078;0.16660881632104696;0.461265539132856;-0.06648138903087815;-0.16134843985628108;-0.8791406355124387;-0.9319988427453225;2004-03-12 17:00:00;17
2004-03-12;18.00.00;1.3931293608238007;1.965827431970025;1.3168536032024507;-0.18340420734808008;-0.08507876410570628;0.8480898093039521;1.3578349438260409;1.0105934321288252;-0.36891089503969576;-0.567416601076143;-0.8772715084620203;2004-03-12 18:00:00;18
2004-03-12;19.00.00;1.2379056099116745;2.037373848740292;1.161740735371887;-0.20443197639092886;-0.048034228775940165;0.7572256769062313;1.169555368840472;1.108980074446298;-0.4496296276110237;-0.3439163499708748;-0.7970720047657524;2004-03-12 19:00:00;19
2004-03-12;20.00.00;3.4886499981375065;2.8911610888654775;3.192309186971992;0.5210260555873538;-0.8588979465497095;1.3251265043919855;2.6825162392602215;2.2456047054297352;-0.6225983402638694;0.07367622446265316;-0.6977053240854707;2004-03-12 20:00:00;20
2004-03-12;21.00.00;1.781188738104117;2.385566410355591;1.4296629616246788;0.17406786638034907;-0.3320423329708137;0.8480898093039521;1.45048044897767;1.5724329422049204;-0.7148483203453871;0.23836062001390343;-0.6830777416503023;2004-03-12 21:00:00;21
2004-03-12;22.00.00;1.0826818589995482;1.8418136429015624;0.6117951130635254;0.063672078905393;0.026054841883592063;0.6209294783096503;0.7989733482339556;1.2203123275950174;-0.8416920429574739;0.5794925822272081;-0.631629003430055;2004-03-12 22:00:00;22
2004-03-12;23.00.00;2.5573074926647488;2.762377538678997;1.6693828482719133;0.3107483651588661;-0.3773189872627501;0.5073493128124995;1.8120967755372546;1.650106607192399;-0.9915982605899403;0.9029797877743068;-0.6238108128181548;2004-03-12 23:00:00;23
2004-03-13;00.00.00;0.46178685535104275;0.8687823748259319;-0.05095986766706455;-0.2517444567373386;0.5364462175381474;0.030312617724465935;0.26402027010035534;0.6869531613476644;-1.0146607556103195;0.8735718599972977;-0.6676935601236598;2004-03-13 00:00:00;0
2004-03-13;01.00.00;-0.15910814829746292;0.4681224409124371;-0.3611856033281916;-0.535619338815797;0.9809806414953408;-0.3331439118664168;0.021946530833195428;0.3218869359065149;-1.0607857456510785;0.8618086888864944;-0.711576307429165;2004-03-13 01:00:00;1
2004-03-13;02.00.00;-0.39194377466565233;0.41088530749622354;-0.6432089993837617;-0.8300081054156799;1.4131668870092788;-0.6738844083578693;-0.270932808033245;0.060385597115336906;-1.0953794881816477;0.8618086888864944;-0.7536936568545634;2004-03-13 02:00:00;2
2004-03-13;03.00.00;-0.31433189920958926;0.35364817408001;-0.6432089993837617;-0.4294291051494108;1.4255150654525341;0.6436455114090806;-0.22610433779858571;-0.06130314469837958;-1.2106919632835447;1.0735457688809593;-0.7746262317186836;2004-03-13 03:00:00;3
2004-03-13;04.00.00;-0.7334360266723304;0.2344041461295651;-0.5303996409615337;-0.6933276066371629;1.2320602698415333;-0.6511683752584392;-0.130470267964646;-0.07165963336337673;-1.3029419433650624;1.2852828488754238;-0.7784092271760549;2004-03-13 04:00:00;4
2004-03-13;05.00.00;-0.8576150274020314;-0.5716854828154424;-1.03804175386156;-0.940403892890636;2.417485400394049;-1.0600569710481822;-0.5428921941235111;-0.5195777681245034;-1.153035725732596;0.8441639322202892;-0.8227963738758759;2004-03-13 05:00:00;5
2004-03-13;06.00.00;-0.7023912764899052;0.010225373582728682;-0.9957382444532243;-0.9877163732370456;2.359860567658857;-1.173637136545333;-0.5608235822173747;-0.47815181346451474;-1.2798794483446831;1.0735457688809593;-0.8467553451058932;2004-03-13 06:00:00;6
2004-03-13;07.00.00;-0.4695556501217156;0.06746250699894223;-0.6855125087920974;-0.535619338815797;1.6272019800257052;-0.7874645738550201;-0.13943596201157785;-0.20629398600833965;-1.3836606759363903;1.3323355333186389;-0.8354063587337797;2004-03-13 07:00:00;7
2004-03-13;08.00.00;0.46178685535104275;1.1358889974349284;0.25926586799406276;0.07944290568752958;0.42119655206776396;-0.35585994496584694;0.6644879375299779;0.44616479988648067;-1.360598180916011;1.3146907766524327;-0.8321277626707249;2004-03-13 08:00:00;8
2004-03-13;09.00.00;1.2379056099116745;1.47931179793221;0.7246044714857532;0.28446365385530514;-0.010989693446174049;0.16660881632104696;0.960355841078729;1.0131825542950745;-1.00312950810013;0.614782095559619;-0.7869840168794293;2004-03-13 09:00:00;9
2004-03-13;10.00.00;0.8498462326313586;1.6653324815349038;0.41437873582462625;0.047901252123256424;0.14953662631614578;0.32562104801705816;0.6316137260245611;1.152995151272536;-0.6802545778148179;0.11484732335046594;-0.7337698807790755;2004-03-13 10:00:00;10
2004-03-13;11.00.00;1.5483531117359268;2.1184597877465943;0.8656161695135386;0.2897205961160173;-0.10154300203004678;1.0525341071988235;0.9693215351256608;1.4585115668899518;-0.3112546574887472;-0.41449537663569613;-0.7045147159087388;2004-03-13 11:00:00;11
2004-03-13;12.00.00;1.1602937344556112;1.684411526006975;0.5694916036551898;-0.009925112744577703;0.1742329832026565;1.120682206497114;0.6674765022122885;0.9510436223050915;0.011620272796564596;-0.9085485632894478;-0.795558806582804;2004-03-13 12:00:00;12
2004-03-13;13.00.00;0.5393987308071057;1.0977309084907863;0.32977171700795527;-0.46202214716582635;0.6352316450841904;0.2801889818181978;0.4313798923097498;0.21055468275779554;0.1269327478984617;-1.0555882021744925;-0.8308667641849345;2004-03-13 13:00:00;13
2004-03-13;14.00.00;-0.08149627284139965;0.5205898132106328;-0.1919715656948496;-0.6460151262907531;1.050953652673788;-0.21956374636926593;0.09666064789096084;-0.4393149809707755;-0.034504717244194086;-0.8497327077354297;-0.7862274177879551;2004-03-13 14:00:00;14
2004-03-13;15.00.00;-0.08149627284139965;0.6779919301052201;-0.10736454687817862;-0.6407581840300409;0.890427332911468;0.09846071702275644;0.22815749391262793;-0.18817013084459464;0.011620272796564596;-0.920311734400251;-0.8076643920463914;2004-03-13 15:00:00;15
2004-03-13;16.00.00;0.30656310443891627;0.9927961638943946;0.03364715114960644;-0.5408762810765092;0.7052046562626375;0.2801889818181978;0.2939059169234615;0.15100487293406195;-0.08062970728495278;-0.8320879510692241;-0.8152303829611337;2004-03-13 16:00:00;16
2004-03-13;17.00.00;0.15133935352678976;1.0881913862547505;0.09005183036072051;-0.4883068584693873;0.589954990792254;0.30290501491762795;0.43735702167437107;0.16653960593155767;-0.18441093487666044;-0.6732851410733757;-0.7887494147595359;2004-03-13 17:00:00;17
2004-03-13;18.00.00;0.8498462326313586;1.7893462706033665;0.7810091506968674;-0.07300841987312402;-0.006873633965088926;0.8253737762045219;0.9663329704433501;0.9717565996350859;-0.25359841993779847;-0.48507440330051793;-0.7045147159087388;2004-03-13 18:00:00;18
2004-03-13;19.00.00;1.6259649871919906;2.438033782653787;1.3591571126107862;0.18983869316248564;-0.307345976084303;1.2115463388948347;1.3936977200137683;1.5335961097111812;-0.28819216246836765;-0.4027322055248928;-0.674755151644086;2004-03-13 19:00:00;19
2004-03-13;20.00.00;1.6259649871919906;2.4475733048898225;1.302752433399672;0.20035257768391004;-0.32381021400864346;1.120682206497114;1.372777767237594;1.7536714938423705;-0.29972340997855756;-0.302745251083062;-0.6200278173607837;2004-03-13 20:00:00;20
2004-03-13;21.00.00;1.6259649871919906;2.4952709160700004;1.1758419051746656;0.2213803467267588;-0.2908817381599625;1.0752501402982537;1.20840670971051;2.2430155832634857;-0.3458484000193162;-0.14394244108721363;-0.5431069097275706;2004-03-13 21:00:00;21
2004-03-13;22.00.00;0.7722343571752954;1.6510231981808505;0.44258107543018316;-0.14134866926238254;0.046635139289017684;0.711793610707371;0.873687465291721;1.5646655757061725;-0.4265671325906443;-0.03807390108998097;-0.550925100339471;2004-03-13 22:00:00;22
2004-03-13;23.00.00;0.3841749798949795;1.5270094091123878;0.13235533976905614;-0.3621402442122947;0.24420599438110363;0.41648518041477883;0.4403455863566817;1.3368228250762353;-0.4150358850804547;0.003097197797831385;-0.517382540617447;2004-03-13 23:00:00;23
2004-03-14;00.00.00;0.617010606263169;2.0803016988024523;0.1464565095718346;-0.2675152835194752;0.23185781593784827;0.3937691473153486;0.46425410381516663;1.334233702909986;-0.5072858651619723;0.2560053766801091;-0.4404616329842342;2004-03-14 00:00:00;0
2004-03-14;01.00.00;0.5393987308071057;1.8418136429015624;0.2733670377968412;-0.3516263596908703;0.19481328060808215;0.16660881632104696;0.5031054446852047;1.3212880920787395;-0.4265671325906443;0.13249208001667118;-0.4308780444922272;2004-03-14 01:00:00;1
2004-03-14;02.00.00;0.30656310443891627;1.28375159209348;-0.1919715656948496;-0.5934457036836311;0.4952856227272962;-0.1741316801704056;0.2610317054180447;0.8215875139926272;-0.6687233303046283;0.5677294111164044;-0.4306258447950692;2004-03-14 02:00:00;2
2004-03-14;03.00.00;0.228951228982853;1.1740470863790708;-0.0368586978642861;0.389602499069549;0.3635717193325722;1.0616205204385958;0.4911511859559622;0.6688293061839193;-0.7725045578963358;0.8324007611094854;-0.39607448628441305;2004-03-14 03:00:00;3
2004-03-14;04.00.00;-0.7023912764899052;0.15331820712326255;-0.6714113389893187;-0.8983483548049384;1.2238281508793631;-0.6738844083578693;-0.010927680672221352;0.0810985744453312;-0.7148483203453871;0.6971242933352442;-0.4139806647826364;2004-03-14 04:00:00;4
2004-03-14;05.00.00;-0.7023912764899052;-0.17102554890194757;-0.8829288860309963;-0.9877163732370456;1.8083085971934507;-0.9464768055510313;-0.23507003184551756;-0.2347743298370818;-0.7840358054065254;0.8147560044432801;-0.4316346435837017;2004-03-14 05:00:00;5
2004-03-14;06.00.00;-0.8576150274020314;-0.10424889324969842;-1.0521429236643385;-1.0350288535834555;2.314583913366921;-1.1054890372470425;-0.36656687786718467;-0.3823542933132911;-0.7725045578963358;0.7618217344446641;-0.4467666254131859;2004-03-14 06:00:00;6
2004-03-14;07.00.00;-0.9352269028580947;-0.3331974269145526;-1.066244093467117;-0.8773205857620896;2.2693072590749845;-1.0146249048493219;-0.34564692509101036;-0.4315476144720276;-0.9108795280186122;1.0794273544363608;-0.4323912426751758;2004-03-14 07:00:00;7
2004-03-14;08.00.00;-0.5471675255777788;0.27256223507370747;-0.8124230370171038;-0.7353831447228604;1.6148538015824498;-0.628452342159009;-0.12449313860002477;-0.1571006648496032;-0.7725045578963358;0.791229662221673;-0.4323912426751758;2004-03-14 08:00:00;8
2004-03-14;09.00.00;-0.39194377466565233;0.6541431245151311;-0.5021973013559766;-0.6460151262907531;0.9151236897979788;-0.6511683752584392;0.21321467050107487;0.18984170542780124;-0.6802545778148179;0.6324268522258243;-0.4079278720508424;2004-03-14 09:00:00;9
2004-03-14;10.00.00;0.07372747807072684;1.1168099529628572;-0.1919715656948496;-0.5093346275122361;0.491169563246211;-0.31042787876698663;0.47321979786209845;0.5316058313727071;-0.438098380100834;0.22659744890310007;-0.3824557026378768;2004-03-14 10:00:00;10
2004-03-14;11.00.00;0.5393987308071057;1.6557929592988683;0.13235533976905614;-0.3411124751694459;0.1865811616459119;0.05302865082389611;0.718282101811569;0.8681917129851144;-0.16134843985628108;-0.185113539975026;-0.36707152111123426;2004-03-14 11:00:00;11
2004-03-14;12.00.00;0.5393987308071057;1.517469886876352;0.10415300016349896;-0.4199666090801288;0.3059468865973805;0.16660881632104696;0.6614993728476672;0.6274033515239307;0.11540150038827225;-0.6438772132963667;-0.44651442571602784;2004-03-14 12:00:00;12
2004-03-14;13.00.00;-0.08149627284139965;0.8735521359439498;-0.3470844335254131;-0.6722998375943141;1.0344894147494474;-0.1741316801704056;0.20723754113645362;-0.10272909935836817;0.33449520308187664;-1.049706616619091;-0.6134706252346737;2004-03-14 13:00:00;13
2004-03-14;14.00.00;-0.236720023753526;0.5205898132106328;-0.3470844335254131;-0.724869260201436;1.1168106043711499;-0.21956374636926593;0.10263777725558207;-0.3823542933132911;0.35755769810225596;-1.1202856432839126;-0.6629017658776563;2004-03-14 14:00:00;14
2004-03-14;15.00.00;-0.15910814829746292;0.7638476302295404;-0.2483762449059637;-0.6775567798550263;1.0221412363061921;-0.10598358087211508;0.165397635584105;-0.30985887265831114;0.4152139356532045;-1.190864669948734;-0.6858519383190413;2004-03-14 15:00:00;15
2004-03-14;16.00.00;0.6946224817192321;1.7177998538330996;0.2733670377968412;-0.37265412873371906;0.5817228718300838;0.3937691473153486;0.5688538676960382;0.20537643842529696;0.44980767818377376;-1.226154183281145;-0.6881217355934638;2004-03-14 16:00:00;16
2004-03-14;17.00.00;0.617010606263169;1.6224046314727436;0.28746820759961966;-0.3200847061265971;0.45412502791644493;0.37105311421591847;0.6346022907068718;0.4824125102139707;0.3460264505920665;-1.0849961299515016;-0.6427257901050105;2004-03-14 17:00:00;17
2004-03-14;18.00.00;0.30656310443891627;1.8131950761934554;0.31567054720517657;-0.425223551340841;0.39650019518125323;0.2120408825199073;0.6435679847538036;0.6274033515239307;0.16152649042903094;-0.7379825821827952;-0.4886317751414265;2004-03-14 18:00:00;18
2004-03-14;19.00.00;1.9364124890162429;2.8911610888654775;1.5001688106385713;0.10572761699109055;-0.3279262734897286;1.0298180740993934;1.605885812457822;1.7562606160086198;0.011620272796564596;-0.44390330441270515;-0.3814469038492446;2004-03-14 19:00:00;19
2004-03-14;20.00.00;2.945366869945065;2.8911610888654775;1.852698055708034;0.4421719216766709;-0.6242825561278575;1.3932746036902761;1.9346279275119898;2.292208904422222;-0.08062970728495278;-0.185113539975026;-0.26089544860768454;2004-03-14 20:00:00;20
2004-03-14;21.00.00;1.0050699835434849;2.2043154878709146;0.6681997922746392;-0.12557784248024595;-0.20032842957608973;0.7799417100056615;1.0828869930534641;1.6268045076961555;-0.18441093487666044;0.020741954464037038;-0.23315348192029628;2004-03-14 21:00:00;21
2004-03-14;22.00.00;-0.003884397385336408;1.078651864018715;-0.13556688648373555;-0.4988207429908117;0.37591989777582757;0.2120408825199073;0.3925285514397118;1.0442520202900658;-0.23053592491741912;0.10308415223966216;-0.22785728827997673;2004-03-14 22:00:00;22
2004-03-14;23.00.00;0.07372747807072684;1.1978958919691598;-0.16376922608929245;-0.46727908942653856;0.4129644331055937;0.16660881632104696;0.4821854919090303;0.8526569799876187;-0.4150358850804547;0.3912818444543503;-0.23466668010324485;2004-03-14 23:00:00;23
2004-03-15;00.00.00;-0.236720023753526;0.6732221689872023;-0.3611856033281916;-0.7196123179407238;0.6269995261220201;-0.2877118456675564;0.2729859641472872;0.5963338855289393;-0.4035046375702648;0.32070281778952897;-0.2724966346769562;2004-03-15 00:00:00;0
2004-03-15;01.00.00;-0.236720023753526;0.6732221689872023;-0.4316914523420841;-0.7090984334192995;0.7299010131491482;-0.42400804426413746;0.2610317054180447;0.3995606008939935;-0.4957546176517826;0.4559792855637702;-0.2901506134780214;2004-03-15 01:00:00;1
2004-03-15;02.00.00;-0.236720023753526;0.6016757522169354;-0.41759028253930564;-0.698584548897875;0.6805082993761268;-0.5375882097612883;0.3297686931111889;0.3348325467377613;-0.5649421027129208;0.7088874644460474;-0.2228132943368152;2004-03-15 02:00:00;2
